Name,Age,GPA,Credits Completed,Year,Pathway
"William,Dirkas",16,2.31,8,Freshman,Buisness
"Joe,Emma",15,3.4,33,Junior,Marketing
"Jessica ,Kurtis",15,3.52,22,Sophmore,Early childhood Education
"Robert,Kurtis",16,0.64,13,Freshman,culinary
"Ben ,Dover",17,2.65,38,Junior,Computer Science
"Carman ,Alakas",15,3.73,6,Sophmore,Pervert
"Hugh ,Dover",14,4.27,47,Senior,Pervert
"Thomas,Anderson",14,0.7,42,Freshman,Early childhood Education
"Mohammed,Kurtis",19,1.77,38,Sophmore,Computer Science
"Joe,Anderson",15,0.19,19,Freshman,Pedophile
"William,Seeman",18,4.5,14,Freshman,Athletics
"Mohammed,Smith",19,2.82,11,Freshman,Pedophile
"Christopher,Seeman",14,0.52,1,Senior,Early childhood Education
"Robert,Anderson",19,3.07,10,Freshman,Buisness
"Jerome ,Alakas",17,4.44,9,Sophmore,Computer Science
"Robert,Tarken",17,1.14,36,Sophmore,Marketing
"Jessica ,Seeman",17,0.43,14,Freshman,Bio med
"James ,Dover",19,3.1,5,Freshman,Marketing
"Thomas,Seeman",14,2.36,6,Sophmore,Bio med
"Jerome ,Emma",14,2.2,47,Junior,Bio med
"Jerome ,Anderson",14,0.8,4,Senior,Buisness
"Mohammed,Dover",17,2.93,3,Senior,Pervert
"Jerome ,Tarken",18,0.94,59,Senior,criminal justice
"James ,Janus",19,0.02,19,Senior,Pervert
"Ben ,Dover",19,3.69,5,Freshman,culinary
"William,Alakas",15,1.01,51,Senior,Early College
"Hugh ,Emma",16,4.44,9,Senior,Pedophile
"Christopher,Janus",18,1.89,1,Senior,Pedophile
"Robert,Kurtis",19,0.85,0,Freshman,Buisness
"Mohammed,Dover",14,4.34,53,Junior,Marketing
"Ben ,Alakas",19,0.82,9,Freshman,Computer Science
"William,Janus",19,4.43,48,Freshman,Pervert
"Jessica ,Dover",19,3.47,10,Junior,Pervert
"Carman ,Dirkas",17,4.46,16,Junior,Math
"Ben ,Kurtis",19,1.9,55,Senior,Early College
"Richard,Emma",15,2.18,5,Junior,Early College
"John ,Emma",16,1.67,7,Senior,Math
"Jessica ,Janus",18,0.31,39,Senior,Bio med
"Thomas,Janus",16,3.41,33,Sophmore,Computer Science
"Thomas,Dirkas",15,3.44,30,Sophmore,criminal justice
"Mary ,Emma",17,2.47,56,Junior,Computer Science
"David,Dirkas",16,3.29,14,Sophmore,Bio med
"Thomas,Dirkas",18,0.92,9,Sophmore,Buisness
"David,Kurtis",18,2.57,38,Sophmore,Math
"Jerome ,Emma",19,2.38,42,Senior,Athletics
"Mary ,Dirkas",19,3.68,40,Junior,Athletics
"Mohammed,Janus",15,3.71,12,Junior,Engineering
"William,Seeman",14,1.59,38,Junior,Athletics
"Mary ,Janus",18,3.78,47,Senior,Athletics
"Ben ,Dirkas",16,3.92,41,Senior,Early College
"Ben ,Emma",15,2.44,58,Sophmore,Buisness
"Mary ,Anderson",16,1.25,38,Senior,Math
"Hugh ,Dirkas",14,2.41,44,Senior,Athletics
"David,Dirkas",18,2.66,24,Sophmore,Buisness
"Mac,Kurtis",17,3.52,57,Freshman,Marketing
"Carman ,Alakas",15,2.96,48,Senior,criminal justice
"Mary ,Smith",18,2.02,50,Senior,Buisness
"Ben ,Smith",16,1.54,50,Senior,Early childhood Education
"Richard,Alakas",16,3.57,29,Freshman,criminal justice
"Jerome ,Alakas",17,1.0,59,Sophmore,Math
"William,Kurtis",14,3.26,55,Junior,Buisness
"James ,Dover",18,3.5,47,Senior,Pervert
"John ,Kurtis",15,2.94,27,Sophmore,Engineering
"Jerome ,Dover",18,3.36,42,Sophmore,Buisness
"William,Kurtis",18,0.22,24,Sophmore,criminal justice
"William,Janus",15,0.92,38,Freshman,Buisness
"Christopher,Janus",15,0.2,17,Junior,Bio med
"James ,Emma",15,2.78,7,Junior,Early childhood Education
"Richard,Dirkas",19,1.66,44,Sophmore,culinary
"Mary ,Tarken",19,2.18,45,Freshman,culinary
"David,Emma",14,2.83,60,Sophmore,Engineering
"Joe,Alakas",16,4.31,48,Senior,Athletics
"David,Janus",18,2.18,18,Sophmore,Pedophile
"Christopher,Kurtis",16,1.08,36,Senior,Early childhood Education
"Richard,Alakas",16,1.29,60,Senior,Early College
"Jessica ,Anderson",19,0.25,4,Freshman,Computer Science
"Christopher,Dover",17,3.78,5,Junior,Athletics
"Joe,Kurtis",14,2.7,40,Freshman,Pervert
"Hugh ,Alakas",15,1.37,18,Freshman,Pervert
"Richard,Alakas",17,3.68,20,Sophmore,Computer Science
"Jessica ,Anderson",18,3.66,45,Sophmore,Early childhood Education
"Thomas,Dirkas",15,4.09,3,Senior,Pervert
"Mohammed,Seeman",16,1.47,42,Senior,culinary
"Robert,Seeman",18,0.67,8,Freshman,Pervert
"John ,Tarken",16,1.75,21,Sophmore,Music
"Mohammed,Dover",17,4.21,55,Junior,criminal justice
"Mohammed,Smith",18,2.08,45,Sophmore,Computer Science
"Hugh ,Seeman",19,2.51,41,Freshman,criminal justice
"David,Dirkas",18,1.54,55,Freshman,criminal justice
"Hugh ,Emma",14,2.56,46,Sophmore,Early childhood Education
"Mac,Dover",15,3.35,21,Sophmore,Music
"Richard,Dover",19,3.26,49,Junior,Pervert
"Christopher,Seeman",17,3.89,8,Sophmore,Pervert
"Jessica ,Dover",16,3.43,48,Freshman,Computer Science
"Jerome ,Tarken",18,2.8,0,Junior,criminal justice
"David,Alakas",17,0.34,16,Sophmore,Bio med
"Thomas,Kurtis",19,1.11,16,Senior,Athletics
"Ben ,Dover",16,3.65,4,Senior,Bio med
"William,Smith",14,4.39,37,Freshman,Math
"Thomas,Dirkas",18,0.56,8,Sophmore,Early College
"Mary ,Janus",17,3.02,2,Sophmore,Marketing
"James ,Dover",15,2.39,58,Sophmore,Pedophile
"Mohammed,Dover",16,1.46,33,Junior,Pervert
"David,Seeman",15,1.71,24,Sophmore,Athletics
"Jerome ,Kurtis",16,1.12,48,Junior,Pervert
"Jessica ,Dirkas",18,3.98,28,Sophmore,culinary
"Mohammed,Alakas",15,1.74,11,Junior,Pervert
"Mac,Dover",17,2.27,25,Senior,Music
"Robert,Dirkas",19,1.75,12,Freshman,Early childhood Education
"Joe,Dover",14,0.2,60,Freshman,Early College
"Thomas,Anderson",18,2.2,37,Senior,Math
"John ,Seeman",19,2.55,37,Senior,Pedophile
"Ben ,Smith",14,0.46,14,Freshman,Pervert
"James ,Anderson",15,3.87,6,Sophmore,Buisness
"Richard,Anderson",18,0.84,51,Senior,Math
"Joe,Janus",16,3.04,57,Freshman,Bio med
"William,Emma",15,1.67,29,Sophmore,Athletics
"Jerome ,Tarken",16,1.56,22,Freshman,Buisness
"Robert,Seeman",14,1.01,26,Freshman,Early College
"Thomas,Anderson",18,3.65,3,Freshman,criminal justice
"Richard,Dover",19,3.59,48,Sophmore,Marketing
"Mac,Emma",19,1.92,6,Freshman,criminal justice
"John ,Alakas",16,0.27,16,Senior,Bio med
"Richard,Janus",19,2.46,37,Senior,Engineering
"Richard,Janus",19,2.73,51,Freshman,Athletics
"Jerome ,Alakas",15,1.91,44,Freshman,criminal justice
"Mary ,Dirkas",14,0.39,19,Sophmore,Marketing
"Mac,Janus",17,3.57,19,Senior,Buisness
"Carman ,Kurtis",15,3.95,13,Sophmore,Marketing
"John ,Seeman",17,3.66,44,Senior,Early childhood Education
"Hugh ,Dirkas",18,2.44,8,Junior,Early childhood Education
"Ben ,Dirkas",19,3.36,12,Senior,Math
"David,Seeman",17,0.79,10,Senior,culinary
"Mac,Anderson",14,3.66,48,Sophmore,Early childhood Education
"Mac,Tarken",19,3.3,27,Senior,culinary
"Ben ,Janus",17,2.8,23,Freshman,Pedophile
"Mac,Tarken",16,3.35,6,Freshman,Early childhood Education
"William,Emma",17,3.58,52,Freshman,Computer Science
"James ,Smith",14,2.1,45,Sophmore,Computer Science
"Ben ,Smith",19,2.23,25,Senior,criminal justice
"Hugh ,Emma",16,2.29,19,Junior,Early College
"Ben ,Dover",14,2.86,19,Sophmore,Math
"James ,Dover",19,2.03,13,Junior,Early College
"Richard,Dirkas",15,0.36,27,Freshman,Engineering
"Thomas,Janus",18,4.08,44,Freshman,criminal justice
"James ,Dirkas",17,3.4,53,Senior,Pedophile
"Mac,Smith",14,3.06,15,Junior,Bio med
"Jerome ,Smith",17,4.27,16,Senior,Math
"David,Seeman",16,2.02,29,Freshman,Music
"James ,Tarken",17,0.61,51,Junior,Engineering
"Jessica ,Smith",17,3.11,36,Sophmore,Buisness
"Joe,Tarken",15,3.62,31,Sophmore,Music
"Carman ,Alakas",17,4.1,32,Freshman,Early childhood Education
"Mac,Emma",17,2.13,6,Senior,Engineering
"Hugh ,Janus",17,1.85,2,Sophmore,Early College
"Mac,Anderson",16,2.16,4,Senior,Bio med
"Ben ,Seeman",18,1.07,17,Junior,Bio med
"David,Dover",14,1.28,17,Senior,Early childhood Education
"Mac,Emma",17,3.95,21,Freshman,culinary
"Carman ,Dirkas",18,1.62,37,Sophmore,Athletics
"Thomas,Alakas",14,3.44,47,Senior,criminal justice
"Mohammed,Alakas",17,0.58,19,Junior,Computer Science
"Jerome ,Janus",14,2.52,2,Senior,Engineering
"Hugh ,Anderson",15,1.57,14,Senior,Math
"John ,Emma",16,2.02,42,Junior,Buisness
"Robert,Smith",19,0.6,28,Freshman,criminal justice
"Richard,Tarken",18,4.47,0,Junior,Music
"Carman ,Alakas",19,0.3,23,Junior,Early childhood Education
"Jessica ,Smith",19,1.0,21,Senior,culinary
"Mohammed,Tarken",16,4.35,25,Freshman,Music
"David,Dirkas",17,3.18,11,Sophmore,Marketing
"Robert,Kurtis",14,3.22,19,Senior,Marketing
"Jessica ,Kurtis",19,4.07,6,Sophmore,Music
"John ,Smith",14,2.64,52,Junior,Pedophile
"James ,Tarken",16,2.27,39,Freshman,Bio med
"Mary ,Dirkas",14,1.79,8,Senior,Early childhood Education
"Thomas,Dover",19,4.27,56,Junior,Buisness
"Mac,Dirkas",14,4.26,56,Sophmore,Bio med
"James ,Alakas",17,3.08,23,Senior,Pervert
"Richard,Anderson",14,0.13,3,Sophmore,Early College
"Mac,Smith",18,3.8,10,Junior,Early childhood Education
"Carman ,Tarken",19,4.26,14,Freshman,Athletics
"Joe,Seeman",19,4.02,25,Sophmore,Computer Science
"Jerome ,Emma",14,2.95,4,Senior,Engineering
"William,Janus",18,3.05,28,Junior,Athletics
"Mohammed,Anderson",19,1.71,49,Junior,Computer Science
"Jerome ,Anderson",18,3.25,22,Senior,Music
"Jessica ,Anderson",16,3.78,15,Junior,Marketing
"Thomas,Anderson",19,1.4,49,Freshman,Math
"Mohammed,Alakas",19,2.29,0,Senior,Early College
"Mohammed,Smith",19,2.28,14,Sophmore,Pedophile
"Mary ,Smith",19,1.1,4,Junior,Early childhood Education
"James ,Anderson",14,0.7,24,Senior,Marketing
"Hugh ,Dirkas",16,0.91,56,Sophmore,Bio med
"Mac,Janus",18,1.35,25,Freshman,criminal justice
"Jerome ,Emma",16,2.54,59,Sophmore,criminal justice
"Mohammed,Alakas",15,3.32,21,Sophmore,Buisness
"Carman ,Emma",19,3.92,40,Freshman,criminal justice
"Mary ,Janus",16,2.85,39,Junior,Bio med
"Thomas,Janus",15,2.14,28,Senior,criminal justice
"Richard,Smith",17,0.08,5,Senior,Pervert
"Joe,Emma",16,2.82,13,Senior,Buisness
"Ben ,Seeman",19,0.16,0,Junior,Pedophile
"Ben ,Emma",18,0.73,44,Senior,Bio med
"Richard,Seeman",16,2.88,26,Junior,Pervert
"Carman ,Dirkas",14,2.04,57,Junior,Bio med
"Mary ,Dirkas",18,4.43,43,Sophmore,Early College
"Joe,Seeman",17,4.18,24,Junior,Pervert
"John ,Dirkas",16,2.05,19,Freshman,Computer Science
"Joe,Seeman",18,3.08,52,Senior,Marketing
"William,Emma",14,1.61,12,Freshman,Marketing
"Carman ,Dover",14,0.5,30,Sophmore,Buisness
"Jessica ,Smith",18,2.61,49,Freshman,Athletics
"Carman ,Dover",19,4.11,21,Junior,Engineering
"Robert,Kurtis",17,2.13,17,Junior,Pedophile
"John ,Tarken",14,2.88,52,Junior,Pedophile
"William,Alakas",19,3.29,43,Senior,Early childhood Education
"Joe,Kurtis",15,4.3,1,Junior,Engineering
"Christopher,Smith",14,0.57,41,Senior,Marketing
"Jessica ,Tarken",18,4.38,1,Freshman,Early childhood Education
"Jerome ,Emma",17,4.33,31,Sophmore,Computer Science
"Joe,Kurtis",15,1.72,60,Sophmore,Pedophile
"Hugh ,Tarken",14,4.09,42,Sophmore,Early College
"James ,Seeman",15,3.25,20,Freshman,Math
"Ben ,Kurtis",15,3.24,22,Junior,Computer Science
"James ,Smith",18,0.32,57,Senior,culinary
"Jessica ,Tarken",19,3.41,22,Sophmore,Engineering
"James ,Tarken",17,0.59,60,Junior,culinary
"Hugh ,Anderson",19,4.06,60,Freshman,Computer Science
"John ,Anderson",16,3.62,26,Senior,Math
"Carman ,Dover",19,0.64,29,Sophmore,Pedophile
"Carman ,Tarken",18,3.01,1,Senior,Bio med
"William,Alakas",15,1.25,8,Junior,Pedophile
"Christopher,Emma",17,2.91,3,Junior,Buisness
"Mary ,Alakas",19,2.23,5,Sophmore,Athletics
"Joe,Emma",18,1.38,25,Sophmore,Computer Science
"Richard,Smith",15,2.51,27,Freshman,Early College
"Mary ,Tarken",16,3.4,44,Sophmore,criminal justice
"David,Alakas",17,1.52,2,Sophmore,culinary
"Mary ,Anderson",16,1.67,11,Senior,Early childhood Education
"Robert,Dover",18,4.37,29,Freshman,Engineering
"Jerome ,Dirkas",19,2.28,13,Freshman,Computer Science
"Mary ,Emma",16,1.15,14,Freshman,Engineering
"James ,Alakas",18,3.53,54,Sophmore,Early childhood Education
"Hugh ,Anderson",15,4.36,34,Senior,Math
"Hugh ,Dover",14,2.05,55,Junior,Buisness
"David,Alakas",14,1.81,25,Senior,Pervert
"David,Janus",14,2.06,35,Sophmore,Music
"Carman ,Tarken",19,2.3,60,Junior,Math
"James ,Seeman",14,1.41,29,Freshman,Athletics
"Thomas,Anderson",18,1.58,22,Junior,culinary
"William,Seeman",19,3.27,17,Freshman,Bio med
"John ,Seeman",14,4.18,9,Freshman,Computer Science
"Joe,Emma",17,2.53,10,Sophmore,Bio med
"Jerome ,Anderson",15,1.6,21,Freshman,Buisness
"William,Alakas",18,1.2,36,Junior,Early College
"Carman ,Janus",17,0.85,46,Freshman,Bio med
"Christopher,Kurtis",17,3.54,16,Freshman,Early College
"David,Alakas",14,1.87,49,Sophmore,Athletics
"Joe,Kurtis",16,4.0,39,Senior,Early childhood Education
"David,Seeman",19,1.52,58,Freshman,Marketing
"Mac,Anderson",16,3.45,50,Freshman,Pervert
"Joe,Seeman",14,1.36,57,Junior,criminal justice
"Hugh ,Kurtis",19,0.65,27,Freshman,criminal justice
"Hugh ,Tarken",15,3.68,26,Freshman,Buisness
"Christopher,Dirkas",15,0.62,35,Freshman,Bio med
"Christopher,Tarken",17,3.61,49,Freshman,culinary
"James ,Kurtis",14,4.23,19,Senior,Music
"James ,Alakas",17,2.4,52,Freshman,Early childhood Education
"Mary ,Kurtis",19,0.33,38,Junior,Buisness
"Mary ,Anderson",18,2.2,26,Senior,Athletics
"Jerome ,Tarken",16,4.19,40,Freshman,Bio med
"Joe,Kurtis",16,1.79,48,Freshman,Early College
"John ,Emma",14,0.39,14,Sophmore,Pedophile
"Hugh ,Dirkas",19,4.03,58,Freshman,Buisness
"Carman ,Kurtis",14,4.14,27,Senior,Computer Science
"John ,Anderson",18,3.92,44,Senior,culinary
"Thomas,Alakas",18,0.53,51,Sophmore,Engineering
"James ,Dover",14,0.61,22,Sophmore,Early childhood Education
"Thomas,Dover",16,4.22,24,Sophmore,Marketing
"Hugh ,Kurtis",14,1.06,12,Freshman,criminal justice
"Mac,Smith",14,2.05,20,Senior,Buisness
"Christopher,Alakas",16,4.12,3,Senior,Math
"William,Smith",15,4.16,45,Junior,Pedophile
"Richard,Alakas",14,0.62,43,Sophmore,Computer Science
"Mohammed,Tarken",16,3.03,37,Junior,Music
"James ,Emma",17,0.11,46,Freshman,Pervert
"Christopher,Dirkas",18,2.78,33,Senior,Math
"Hugh ,Tarken",14,3.44,23,Freshman,Early College
"Carman ,Dirkas",17,1.0,4,Freshman,culinary
"Mohammed,Janus",19,3.89,15,Junior,Engineering
"Hugh ,Seeman",15,3.86,16,Senior,Bio med
"Joe,Emma",17,3.25,37,Sophmore,Marketing
"Ben ,Kurtis",17,3.85,21,Sophmore,Bio med
"James ,Anderson",18,4.38,22,Sophmore,Marketing
"Richard,Dover",16,0.7,11,Senior,Pervert
"James ,Kurtis",15,1.07,3,Senior,Marketing
"Mary ,Smith",17,1.66,56,Freshman,culinary
"William,Emma",17,4.41,33,Sophmore,Athletics
"Mac,Dover",17,0.62,19,Freshman,Pedophile
"Hugh ,Janus",15,1.94,38,Freshman,Engineering
"William,Seeman",15,1.57,47,Freshman,Marketing
"Hugh ,Dover",19,2.87,22,Freshman,Engineering
"James ,Emma",18,2.2,35,Freshman,Athletics
"Christopher,Alakas",16,2.85,51,Sophmore,Buisness
"David,Dirkas",17,4.19,21,Freshman,Math
"Hugh ,Kurtis",14,4.34,34,Sophmore,criminal justice
"Mac,Kurtis",15,4.14,25,Senior,Bio med
"Mary ,Dover",18,2.46,40,Freshman,Buisness
"David,Anderson",16,3.78,53,Senior,Buisness
"Mac,Alakas",18,3.06,51,Freshman,Marketing
"Mohammed,Tarken",14,0.15,33,Sophmore,Pervert
"Mohammed,Seeman",18,2.72,25,Freshman,Music
"Jerome ,Kurtis",14,0.76,37,Junior,Computer Science
"Ben ,Dirkas",16,3.38,26,Freshman,Music
"David,Emma",19,0.33,60,Senior,Pervert
"Jerome ,Janus",16,2.51,40,Junior,Bio med
"Ben ,Anderson",14,1.56,25,Senior,culinary
"Mary ,Kurtis",17,2.55,19,Senior,Pervert
"James ,Emma",18,3.0,1,Sophmore,criminal justice
"Robert,Emma",15,3.49,35,Senior,Engineering
"David,Seeman",18,3.42,37,Sophmore,Early childhood Education
"David,Dirkas",16,4.21,52,Sophmore,Bio med
"Mary ,Smith",14,1.57,46,Junior,Math
"Hugh ,Smith",15,0.44,45,Sophmore,Early College
"Jerome ,Anderson",15,3.07,47,Senior,Computer Science
"John ,Janus",18,2.23,9,Junior,Music
"Christopher,Seeman",14,2.44,6,Senior,Buisness
"Carman ,Seeman",14,4.39,50,Senior,Early childhood Education
"Christopher,Janus",19,0.71,15,Junior,Early College
"Richard,Janus",17,3.43,0,Freshman,Early College
"William,Kurtis",17,2.97,26,Sophmore,Math
"Richard,Emma",19,0.33,49,Senior,culinary
"Carman ,Seeman",16,0.06,26,Junior,Early childhood Education
"Jessica ,Kurtis",16,2.03,41,Sophmore,Pedophile
"Robert,Alakas",16,3.55,35,Freshman,Math
"Christopher,Kurtis",15,2.8,50,Sophmore,Engineering
"Thomas,Emma",14,4.17,8,Senior,Pervert
"Mohammed,Dover",18,4.45,6,Junior,Pedophile
"Richard,Seeman",18,3.06,21,Sophmore,Engineering
"Joe,Anderson",17,1.59,57,Junior,culinary
"Mohammed,Smith",17,4.23,7,Freshman,Pervert
"Jessica ,Smith",19,2.28,5,Junior,Bio med
"David,Kurtis",17,0.73,11,Freshman,criminal justice
"William,Smith",19,0.91,39,Junior,Computer Science
"Hugh ,Emma",19,1.12,33,Freshman,Pervert
"David,Smith",17,0.87,58,Sophmore,Buisness
"Mac,Janus",15,2.8,11,Sophmore,Marketing
"Mary ,Janus",15,2.23,50,Junior,Computer Science
"David,Seeman",15,2.08,56,Senior,Athletics
"John ,Anderson",15,2.5,48,Senior,Music
"Jerome ,Dirkas",15,3.28,59,Senior,Marketing
"Christopher,Seeman",16,0.76,30,Sophmore,Marketing
"Joe,Janus",17,2.71,57,Freshman,Math
"David,Kurtis",17,4.07,23,Freshman,Pedophile
"Mary ,Anderson",15,1.18,27,Senior,Computer Science
"Mac,Alakas",17,4.18,40,Senior,Bio med
"Carman ,Smith",16,3.1,8,Senior,Athletics
"Christopher,Emma",18,1.47,31,Junior,Math
"Ben ,Janus",17,2.65,9,Freshman,Pervert
"Christopher,Emma",14,0.08,16,Junior,Early childhood Education
"Thomas,Alakas",16,0.9,44,Sophmore,Bio med
"William,Tarken",16,0.84,57,Junior,Engineering
"Mary ,Dirkas",17,3.53,54,Freshman,Buisness
"Hugh ,Janus",16,2.19,52,Senior,Engineering
"William,Tarken",14,1.4,48,Junior,Marketing
"David,Dover",16,2.46,19,Senior,Athletics
"Mary ,Dover",18,4.3,38,Senior,Bio med
"Mac,Anderson",18,0.52,50,Sophmore,Engineering
"Mary ,Anderson",15,0.26,6,Senior,Early College
"Mary ,Kurtis",17,1.38,22,Sophmore,criminal justice
"Mac,Alakas",18,1.36,2,Freshman,Buisness
"Ben ,Dirkas",18,0.15,35,Freshman,Athletics
"James ,Emma",16,1.49,47,Freshman,criminal justice
"William,Dover",19,3.12,12,Junior,Early childhood Education
"Robert,Kurtis",16,4.01,32,Senior,Bio med
"Mac,Emma",18,3.63,43,Senior,Early College
"Joe,Alakas",17,3.91,25,Junior,Early College
"Ben ,Dirkas",18,3.36,13,Freshman,culinary
"Mary ,Seeman",16,3.48,45,Sophmore,Pervert
"Hugh ,Emma",15,3.27,11,Sophmore,criminal justice
"John ,Dirkas",18,3.02,12,Junior,culinary
"James ,Anderson",15,4.03,50,Freshman,Early College
"Hugh ,Janus",17,1.89,15,Sophmore,Athletics
"William,Seeman",16,4.12,3,Freshman,Engineering
"David,Alakas",15,3.12,57,Senior,Marketing
"Mac,Emma",14,4.38,15,Sophmore,Pedophile
"Jessica ,Anderson",19,3.73,15,Freshman,Music
"Joe,Kurtis",16,1.09,27,Freshman,Math
"Thomas,Tarken",14,2.17,26,Senior,culinary
"Hugh ,Dover",17,0.63,5,Junior,Math
"James ,Dirkas",17,1.62,44,Senior,Pedophile
"William,Smith",15,2.19,25,Sophmore,culinary
"Christopher,Kurtis",15,3.29,6,Freshman,Pervert
"Carman ,Emma",19,0.71,36,Sophmore,Computer Science
"Mohammed,Smith",16,1.22,5,Junior,Computer Science
"Mohammed,Emma",19,4.33,31,Sophmore,Pervert
"Mary ,Dover",18,3.51,33,Sophmore,Pedophile
"James ,Kurtis",16,0.98,47,Freshman,Computer Science
"Carman ,Janus",14,2.76,55,Sophmore,Pervert
"William,Tarken",15,0.02,56,Junior,Marketing
"Carman ,Seeman",15,3.42,57,Freshman,Math
"Mohammed,Anderson",14,3.56,59,Freshman,Bio med
"Jerome ,Anderson",19,1.0,18,Freshman,criminal justice
"Christopher,Anderson",18,3.72,8,Junior,Early College
"Christopher,Dirkas",15,0.43,21,Junior,culinary
"Hugh ,Dirkas",16,3.98,8,Sophmore,Bio med
"Joe,Janus",14,1.66,47,Senior,Bio med
"Jerome ,Kurtis",15,3.2,40,Junior,Engineering
"David,Kurtis",17,0.51,11,Freshman,Athletics
"Joe,Emma",19,0.3,1,Senior,Math
"Jerome ,Dover",14,1.47,45,Senior,Athletics
"Jerome ,Tarken",18,3.37,24,Sophmore,Bio med
"Mac,Dover",15,2.8,35,Junior,Marketing
"Joe,Kurtis",14,1.81,22,Senior,Athletics
"Jessica ,Anderson",15,3.11,21,Senior,Marketing
"William,Janus",18,3.49,33,Sophmore,Athletics
"Joe,Seeman",18,3.26,4,Sophmore,Early College
"Jessica ,Tarken",18,0.68,17,Freshman,Marketing
"Thomas,Emma",19,3.48,55,Senior,Early College
"Robert,Alakas",15,0.69,4,Junior,Bio med
"Mohammed,Emma",14,3.01,27,Junior,culinary
"Hugh ,Janus",14,0.12,23,Senior,Pervert
"David,Emma",15,0.08,31,Freshman,Early childhood Education
"David,Emma",19,3.18,22,Junior,Engineering
"Richard,Kurtis",17,0.95,38,Sophmore,Buisness
"Joe,Alakas",18,2.88,5,Senior,criminal justice
"John ,Janus",14,0.49,13,Senior,Buisness
"Jessica ,Alakas",14,2.96,40,Junior,Athletics
"Jerome ,Seeman",15,4.33,26,Sophmore,Buisness
"Jessica ,Janus",14,0.06,13,Sophmore,culinary
"Christopher,Kurtis",17,0.43,48,Sophmore,Engineering
"Mary ,Dirkas",15,2.29,58,Freshman,Athletics
"Robert,Smith",18,0.1,50,Senior,Pervert
"Robert,Smith",16,0.1,38,Senior,Music
"Jessica ,Anderson",15,3.01,2,Freshman,criminal justice
"Thomas,Alakas",16,2.52,12,Sophmore,Engineering
"David,Seeman",14,4.31,50,Freshman,Bio med
"Ben ,Smith",16,2.05,46,Sophmore,Early College
"Jerome ,Emma",16,2.95,24,Junior,Engineering
"Hugh ,Seeman",14,3.62,19,Senior,culinary
"John ,Dirkas",16,0.81,13,Junior,Computer Science
"Christopher,Dirkas",18,1.2,51,Sophmore,Athletics
"Mary ,Dover",14,1.08,51,Junior,Buisness
"James ,Tarken",19,2.51,14,Freshman,Buisness
"James ,Seeman",19,2.11,8,Sophmore,culinary
"David,Emma",15,0.37,32,Freshman,Marketing
"Mary ,Smith",17,3.34,55,Junior,Athletics
"Jessica ,Dover",19,3.23,5,Senior,Bio med
"Christopher,Emma",14,0.94,23,Senior,Athletics
"Robert,Emma",18,3.09,3,Senior,Bio med
"Mary ,Janus",17,1.57,49,Senior,Computer Science
"Robert,Janus",18,4.07,25,Sophmore,Math
"William,Tarken",16,3.93,23,Sophmore,criminal justice
"Richard,Janus",14,2.82,29,Senior,Engineering
"James ,Kurtis",19,4.26,34,Sophmore,Music
"William,Dirkas",14,1.88,57,Sophmore,Math
"Richard,Tarken",14,1.29,27,Sophmore,Early College
"Mary ,Dirkas",19,2.11,15,Junior,Buisness
"Richard,Kurtis",15,3.56,9,Senior,Buisness
"Robert,Alakas",17,1.41,17,Junior,Music
"Richard,Dover",17,2.49,8,Senior,Buisness
"Jessica ,Tarken",19,1.53,12,Senior,Early childhood Education
"William,Kurtis",16,1.3,60,Junior,Math
"Mohammed,Tarken",19,0.04,18,Junior,Pervert
"Jessica ,Tarken",16,1.16,9,Freshman,Early College
"Mac,Alakas",16,0.51,59,Junior,Athletics
"Ben ,Emma",15,0.14,40,Junior,Bio med
"John ,Janus",17,0.35,31,Junior,Math
"Thomas,Alakas",18,0.02,44,Freshman,Math
"David,Alakas",19,2.56,60,Sophmore,Math
"Jerome ,Tarken",18,3.64,8,Senior,Engineering
"David,Janus",18,2.28,30,Sophmore,Math
"Carman ,Tarken",15,3.9,49,Sophmore,culinary
"Jerome ,Anderson",14,2.03,6,Sophmore,Marketing
"Christopher,Dover",17,1.38,55,Senior,Early childhood Education
"Carman ,Tarken",18,2.81,20,Junior,Engineering
"William,Dover",15,3.64,24,Sophmore,Pervert
"David,Kurtis",14,1.12,42,Freshman,Pervert
"David,Emma",18,0.06,37,Sophmore,culinary
"Thomas,Seeman",18,2.19,28,Freshman,criminal justice
"Richard,Tarken",18,3.51,9,Senior,Pedophile
"Mary ,Anderson",15,2.73,36,Freshman,criminal justice
